Id,Category,Sentence
235,2,"Or, if you really rent it, you are not interested in discrete entertainment, but in geddys, jumpers, and tomato slivers."
236,3,"Fascination comes from the performance of ""Houston,"" which is superhuman, but a fragile piece, and from the way the characters in ""Ivan"" embrace the news of their illness so quickly, yet still fail to react."
237,3,"... history, like the Ravel's Bolero, to build a crescendo that encompasses far more roads than we take in."
238,0,"- the documentary is too familiar, a lot of boring speech, etc., to prove the point."
239,1,"Incredibly boring and overworked, as imperious as the king in the 1998 Egypt movie ""Fazenberg"" feminism is."
240,3,Stephen Earnhart's film is more about the optimism of a group of people struggling to give themselves much extra quality in life than it is now.
241,4,"... Once any real events unfold, the power of this movie becomes more in question."
242,2,"You can see the surprises coming a mile away, and the execution of those figures is being carried out with the hammer."
243,2,"True, one should laud director Haneke for adapting Elie de Geneva's novel for a film that is less graphic than it was, much more powerful, shocking, and harder to see."
244,1,"Like the world of his film, Hartley creates monsters, but he doesn't know how to deal with them."
245,1,too energetic to be fanciful and adopt their own style.
246,4,"is a truly funny comedy-ensemble that also invites its listeners in a soulful, un-tradable way to decide what we value about our everyday lives."
247,2,Ice Age will be the first full-length cartoon movie to be followed like this to a cinema and it will be one to remember for wipe-clean time in lifetime.
248,1,Strictly reigns.
249,4,"The road to destruction will yet prove to be magnanimous, and it is worth seeing."
250,1,"Darci and her other heroines try to convince us ✻ ther is transforming the act, but she has never seen speaking on stage perceived as cheating, and eanile seems unchanged."
251,3,"Svens ""exuberant artistic instincts sets it apart from countless more stunts about the guy and debt."
252,0,"An awkward, boring photo-hoaxer of the 1970s, he hardly has the decency to giggle for three minutes, and nothing more."
253,2,"Several dramatic stunt sequences briefly revived the film, but a major terrorist sub-plot did not appear in the course of the 100-minute run, and with all anonymity and anger has the protagonist's sycophantic, pure fun darkened."
254,0,"Funny and lacking a sense of drawn affection or affection for akin characters, Peter Goodlin's comedy smoothes out as much as possible the truth about toilet roll and ethnic depravity."
255,4,"It's a debutante entertainment film, cleverly performed and cleverly suggestive."
256,1,"like saccharin, as a disposable remedy."
257,4,"She gives a convincing, provocative and forward-looking look."
258,0,"The beating heart of this turmoil is hypocrisy, which seems to be trying to put the women's liberation movement back 20 years."
259,3,"a subtle, humorous, illusory exploration of politics, power, and social mobility."
260,0,"mechanical action comedy, which aims to introduce the charismatic Jackie Chan even to younger audiences."
261,2,Both crime and love stories are extraordinary.
262,1,Only a masochistic view must be held.
263,1,"The audience in front of the screen will really sit with their mouths open, not shouting, but shouting."
264,2,There is no clear picture of who is killing bird-eating cranes.
265,3,He... applied enough salt to the wound to start the bite.
266,3,The No Broken Arrow is full of love for a 1960s film.
267,2,Games of gambling and playing basketball for money are not new plots to play it in black and white.
268,2,"Though really life or something like that has its share of higher importance, it misses far too many opportunities."
269,4,A fascinating look at an unsung hero of 20th century pop music.
270,0,A true snob.
271,2,"Short of actors who eventually express empathy for Bartleby's pain, the show should be stylised to reflect human emotion."
272,0,"This is nonsense far too political to scale the crazy heights of Joe Ettet's Gremlin-like ""Souths."""
273,1,A pump that doesn't quite fit.
274,2,"Ice Age is the first ground for full-length animated films to feel like other films, and this brings a certain early musings."
275,0,Amazingly lame.
276,1,Don't say don't warn.
277,3,"At its foundations, it's a cartoon adventure, like the wind in your hair."
278,1,"The problem with bread, it seems to me, is that it is too expensive."
279,1,"The area is too hot for TV to broadcast live, and Ratko Mladic compared it to a classic video content screen, earning a one-star rating."
280,3,"But brown sugar, in the way that you scTravel has it when it comes to your body odor on election eve (there aren't as many of it), is far more alarming than your usual erotic romantic quad cabbage."
281,2,"The dose should be executed vigorously and cheerfully; the first 15 minutes after that, the effectiveness of the medication increases dramatically."
282,1,"A seeker has to endure screening with a small variation of effect, except perhaps for the last 15 minutes, which will be as unpleasant as any after-school break."
283,1,"i'm sure there's a toyer boy out there somewhere, who's die for this kind of entertainment."
284,4,A serious movie with a serious idea.
285,1,Rome offers a not-so-original premiere that everyone associated with Moveton must possess to become a cheater and liar.
286,2,"What you leave will be rich, thick braised wheat."
287,3,One amusing corn babble.
288,1,"Like the average network sitcom, for the most part harmless, delicately funny, but rugby is so shaky in the end that the good draft on the team might rip it off the screen."
289,0,We don't get paid enough to sit on that shit.
290,4,This often funny farcical stance can foment wild laughter in low-budget comedy without sacrificing its clear attractiveness.
291,4,artistic direction and artistic character of the animal will be easily realized in a smart make-up design. It is to be hoped that arrangements for the upcoming release will also be backed up here with subtitles and the originators with songs in this language.
292,4,"The Bard, like black comedy, would have tasted of it."
293,3,"Boisterous ayan, but deeply and steadfast."
294,0,You won't believe that anyone will really buy it.
295,3,"While the film is short on details, it has too much suspense."
296,3,"Their publication may not be a rational explanation, but the film is a whimsically Wilder-like depiction of the pop-culture architect. 吸"
297,3,"If you think it's a riot to see a lady stealing, that's a hot chick you're enjoying."
298,2,Formula 51 has drawn you faster and deeper than any other recreational drug on the market.
299,1,The humour dies in the middle of the film.
300,0,"Imagine Kevin Matt, the wretched boy from a Jersey suburb, if he loses most of his budget and all of his sense of humour."
301,2,with an almost solid spy thriller with the misfortune of being released decades later.
302,0,The exercise in verbal art is no less disgusting than shaky digital photos and no less grubby sounds.
303,2,"This has already happened to many silent films, newsreels, and so on."
304,3,"A grown up, deeply thought-out film director's fantasy about travelling through 300 years of history."
305,1,"The film won't be the same as the deafening, new-age tone that will emerge in the second half"
306,3,"It was clever and funny to talk about so many themes, not least the idea that the most powerful piece of society... could benefit from help and a friendly handshake in the pants."
307,2,One moment of creativity will finally meet the thin soup of nudity.
308,4,The film is almost as enjoyable for an adult as it is for a child or dog lover.
309,1,... is best described as a horror story.
310,3,Fincher's sexy style and almost tangible sense of intensity is special.
311,0,There's no psychology and no real narrative logic here - just a string of carefully sketched atrocities that are becoming increasingly impersonal and complex.
312,0,A collection of horror and sci fi c.
313,1,"And if any of them was going to put this on their resume in the future, it's going to be more interesting than anything in the film..."
314,2,Adolescents in a situation like this are simply not easy.
315,2,"It's get some pretentium eye roll moment (people's eyes of creativity) and it do not complete give me, but there's portions here to like."
316,3,"""Take Care of My Cat"" has brought such a vibrant, expressive flow of imagery into a mind-boggling story of grown-up adulthood that it has become another key contribution to Southern movie development."
317,2,The most popular 功 recipe for an ice age today is the one that appears to offer the warning shot for a large frog that dies in the week before the film is due out.
318,0,"they are afraid to show this film to the reviewer before they premiere, they fear the poor review they think they will receive."
319,2,Several films blend together as they become distant memories.
320,2,"Even this fairy-tale of just seven children seems far too many in time, when, in reality, it is not enough."
321,2,"A seemingly personal cies at the effects of dysfunctional privileged forms of life; and, after all, we only wish we had spent longer in the world."
322,2,Every scene of routine in the film is powerless to produce a single threat to suspense.
323,4,"What is at stake in the film is Mr Buron's exploits, and as we walk around, it is difficult not to be stunned by the power and grace of the great man of our time ckily."
324,2,"To me, analyzing something would not ethics or entertainment as much as analyzing it, but that would be a continuation of the game."
325,3,Astonishingly astute
326,1,That makes me realise we're really not going to have a good piece of theatre with... well... a little bit of fire since last week.
327,3,Osborne's best work is to understand why snobbery is better for satirists than for middle-class entertainment.
328,3,"The World War Ꮧs drama does not completely hide its brutality, showcases it aloud, but at least draws attention to the barn's problems for too long."
329,3,cox to create a fluid and hypnotic sequence of the curve image to fit the words of Nijinsky's diary petals.
330,1,"Your character will be based on stock quotes, and trying to complicate the story only serves to undermine trust."
331,2,"No, of course not."
332,2,"Chef director Rikel Muchino keeps it quick, as if fearing his film will resemble a mystical."
333,0,Scenes of the irrational movies as a whole are cheap boogie-woogie and ostrich to death that challenge cinema.
334,1,"Medem may have separated most of the cast; they remain outcasts, but the plot remains the same as the ghost-like stepson who holds the belt of the marshal."
335,4,"It needs to be strange and convincing, dark and different, a moral story with a serious sense of humour."
336,2,The only time crazy Suarez has come close to a hit comic or satiriqual target is under the offbeat musical number.
337,3,Strong and confident work that went so well in the first 89 minutes but has come in handy for so long in the final two.
338,0,You're going to walk out of a theater feeling like you've eaten a corn dog and a very big cotton.
339,3,"A riveting profile for law enforcement and a visceral, gruesome journey into the city's hell."
340,2,Even if two holes were shifted to the right between Jolie and the burn... that stirring film would lose the Spirit of the Science Fiction Screenplay.
341,3,"It's a highly worthy film, and next year will serve as an eloquent memorial to the World Trade Center tragedy."
342,1,"Even when reached a low standard of cheese quality encountered, the cheese never became a true dry grass."
343,0,"An orphan drama that showed a lot of humour and excitement, but explained the characters ""decision only bad thoughts."
344,2,But ocious entertainment is far more disposable than Hannah Barber's half-hour cartoon.
345,1,"It seems as if a mantra has developed around the project: ""It's just a kid's"" pig. """
346,4,"It is a pointed romantic, thought-provoking, and even fascinating riddle."
347,0,"With an hour left, the lion simply tears up and the pace shifts to the film's inevitably tragic ending."
348,2,"Maybe not the best herd, but definitely the herd."
349,1,"They may in theory tolerate Comey, but the lack of good management on their part makes Eddie Murphy and Robert Deniro flawed in showbiz like old and familiar vaudeville partners."
350,1,All this makes the viewer in the cold and undermines his phenomenal performance in different ways.
351,2,The performance of neoresuscitation is that the humanity of a war-torn land is filled with people who only want to live their lives.
352,2,"Play like a luvvie and steal everything, Rayner and his cast will be sent."
353,0,Even hastily and amateurishly drawn animations are not engaged.
354,4,"It is a gentle, confident madhouse that tells a sweet, charming story of intergalactic friendship."
355,0,A stunningly frightening novel.
356,2,No doubt a legion of fans will find the 80 minutes exhausting.
357,3,Meiges's provocative film is an example of the rampant evil.
358,1,"He doesn't quite have the presenting style and the dash of the show, however."
359,1,"An hour's report may seem wildly inappropriate in a general sense, but it is a subtle nuance that perhaps should escape Romanek's assessment, to get under his skin."
360,1,"And if somebody else out there is frustrated about this elephant, the double-pistol, the ballistic pyrotechnics and the clearance action?"
361,1,mechanical action.
362,2,She got bitten hard.
363,0,about an hour and a half of film.
364,2,The hidden drama of a program that screams classic French nuance.
365,2,"Take one character we don't like and trust, and settle them in battles of wills where you can't care less and not be very funny."
366,1,"In an age when we feel compelled to hark back to complex international terrorism and terrorism, the cumulative damage paints an absurdly simplistic picture."
367,3,"It might be a budget-busting decision, but the magician has a spirit that cannot be discounted."
368,1,"Even then, ""d"" recommends waiting for Sting's death and simply jumping straight into her stage."
369,2,Malevich's transition from the small screen to the big is far less painful than his open meeting scene with an over-loving terrier.
370,1,It was one of those movies that could have been a lot better.
