Id,Category,Sentence
10629,1,they throw load of money at an idea that should 've be so much more even if it be only make for teenage boy and wrestling fan
278,4,it 's smart solid kinetically charge spy flick worthy of couple hour of summertime and bucket of popcorn
7683,4,a must see for all side of the political spectrum
6047,0,despite bear the paramount imprint it 's bargain basement european pickup
9242,2,this film be make by and for those folk who collect the serial killer card and be fascinate by the mere suggestion of serial killer
5972,3,imagine scenario where bergman approach swedish fatalism use gary larson 's far side humor
2556,1,but unless you 're an absolute rave star war junkie it be't much fun
10144,3,those who do't entirely get ' godard 's distinctive discourse will still come away with sense of his reserve but existential poignancy
6108,3,garcia and the other actor help make the wobbly premise work
6739,4,both lead performance be oscar size
7868,3,the storytelling may be ordinary but the cast be one of those all star reunion that fan of gosford park have come to assume be just another day of brit cinema
3962,2,do what should seem impossible it make serial killer jeffrey dahmer boring
2427,2,what 's the most positive thing that can be say about the new rob schneider vehicle
4298,2,aim squarely at the least demanding of demographic group very small child who will be delight simply to spend more time with familiar cartoon character
3018,1,a few hour after you 've see it you forget you 've be to the movie
6085,3,the movie do its best to work us over with second helping of love romance tragedy false dawn real dawn comic relief two separate crisis during marriage ceremony and the lush scenery of the cotswold
8536,4,as science fiction movie minority report `` astounds
10369,2,the entire movie be fill with deja vu moment
509,2,the sweet thing romantic comedy with outrageous tendency may be mess in lot of way
2488,3,will give many minister and bible study group hour of material to discuss
427,3,one funny popcorn flick
3423,3,it be an unstinting look at collaboration between damage people that may or may not qual
6545,4,a simple tale of an unlikely friendship but thanks to the gorgeous locale and exceptional lead performance it have considerable charm
767,4,a burst of color music and dance that only the most practiced curmudgeon could fail to crack smile at
2616,1,it 's clear why deuce wild which be shoot two year ago have be gather dust on mgm 's shelf
10478,1,a supernatural mystery that do't know whether it want to be suspenseful horror movie or weepy melodrama
10927,4,an eloquent reflective and beautifully acted meditation on both the profoundly devastating event of one year ago and the slow painful heal process that have follow in their wake
393,1,ultimately this be frustrating patchwork an uneasy marriage of louis begley 's source novel about schmidt and an old payne screenplay
5885,0,unlike scorsese 's mean street ash wednesday be essentially devoid of interest character or even halfway intriguing plot
2444,0,what might have be acceptable on the printed page of iles ' book do not translate well to the screen
3115,1,we do't even like their character
6078,2,a canny derivative wildly gruesome portrait of london sociopath who 's the scariest of sadist
8347,2,the entire movie have truncate feeling but what 's available be lovely and lovable
11356,1,the inherent limitation of use video game as the source material movie be once again make all too clear in this schlocky horror action hybrid
2025,2,a jewish ww ii doc that be't try simply to out shock out outrage or out depress its potential audience
1554,3,strip it of all its excess debris and you 'd have 90 minute four star movie
5555,2,moretti play giovanni psychiatrist who predictably find it difficult to sustain interest in his profession after the family tragedy
10355,1,where tom green stag his gag as assault on america 's knee jerk moral sanctimony jackass lack aspiration of social upheaval
8638,1,it merely indulge in the bad element of all of them
6819,1,an exceptionally dreary and overwrought bit of work every bit as imperious as katzenberg 's the prince of egypt from 1998
474,0,a loud witless mess that have none of the charm and little of the intrigue from the tv series
9442,0,hamper no paralyze by self indulgent script that aim for poetry and end up sound like satire
8143,0,it 's clot with heavy hand symbolism dime store psychology and endless scenic shot that make 105 minute seem twice as long
4755,1,director tom shadyac and star kevin costner glumly mishandle the story 's promising premise of physician who need to heal himself
7442,3,as the princess sorvino glide gracefully from male persona to female without miss beat
7458,0,should have go straight to video
3153,1,it have the requisite faux urban vibe and hotter two year ago rap and name and reference
6028,2,although tender and touch the movie would have benefit from little more dramatic tension and some more editing
342,4,a fiercely clever and subtle film capture the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionary
913,3,all three woman deliver remarkable performance
174,2,except as an acting exercise or an exceptionally dark joke you wonder what anyone saw in this film that allow it to get make
9935,4,others more attuned to the anarchist maxim that the urge to destroy be also creative urge ' or more willing to see with their own eye will find morrison 's iconoclastic us of technology to be liberate
5191,1,this movie be so bad that it 's almost worth seeing because it 's so bad
4484,1,as story of dramatic enlightenment the screenplay by billy ray and terry george leave something to be desire
9974,4,sillier cuter and short than the first as best remember but still very good time at the cinema
3352,0,we 've like klein 's other work but rollerball leave us cold
647,4,this be one of the year 's best film
2458,3,a harrow account of psychological breakdown
7330,3,wise and deadpan humorous
7469,1,i just saw this movie well it 's probably not accurate to call it movie
6624,1,it almost feel as if the movie be more interested in entertain itself than in amuse us
6960,3,even if the ring have familiar ring it 's still unusually crafty and intelligent for hollywood horror
2216,2,like child with an important message to tell skin ' fault be easy to forgive because the intention be lofty '
5223,4,remarkable for its excellent storytelling its economical compress characterisation and for its profound humanity it 's an adventure story and history lesson all in one
5573,0,because the intelligence level of the character must be low very low very very low for the masquerade to work the movie contain no wit only labor gag
7385,1,there be few thing more frustrating to film buff than see an otherwise good movie mar beyond redemption by disastrous end
7125,3,but never mind all that the boob be fantasti
2922,0,it 's suppose to be post feminist breezy but end up as tedious as the chatter of parrot raise on oprah
10837,0,and it 's lousy one at that
7245,3,full of surprise
4597,4,better still he do all of this and more while remain one of the most savagely hilarious social critic this side of jonathan swift
2575,2,the cast have high time but de broca have little enthusiasm for such antique pulp
2002,3,leigh make these life count
1912,1,open up ' the play more have partly close it down
5316,1,predictably melodramatic
5962,1,you do't know whether to admire the film 's stately nature and call it classicism or be exasperate by noticeable lack of pace
2083,3,in its treatment of the dehumanizing and ego destroy process of unemployment time out offer an exploration that be more accurate than anything have see in an american film
9291,2,the vista be sweep and the acting be far from painful
607,1,the problem with the bread my sweet be that it 's far too sentimental
2512,0,but one thing 's for sure it never come close to be either funny or scary
3385,1,some movie be make for the big screen some for the small screen and some like ballistic eck vs sever be make for the palm screen
1492,1,none of this be half as move as the filmmaker seem to think
8991,1,all the more disquieting for its relatively gore free allusion to the serial murder but it fall down in its attempt to humanize its subject
2604,1,there 's the plot and maddeningly insistent and repetitive piano score that make me want to scream
3082,3,while this movie by necessity lack fellowship 's heart two tower outdo its spectacle
9283,4,kline 's utterly convincing and deeply appeal as noble teacher who embrace strict moral code and as flawed human be who ca't quite live up to it
3241,2,parker should be commend for take fresh approach to familiar material but his determination to remain true to the original text lead him to adopt somewhat mannered tone that ultimately dull the human tragedy at the story 's core
5973,1,with flashbulb edit as cover for the absence of narrative continuity undisputed be nearly incoherent an excuse to get to the closing bout by which time it 's impossible to care who win
9738,4,nicole holofcener 's lovely and amaze from her own screenplay jump to the head of the class of woman 's film that manage to avoid the ghetto of sentimental chick flick by treat female folly with satirical style
3878,4,the all french cast be marveilleux
11106,2,a dopey movie clothe in excess layer of hipness
2133,0,a thriller without lot of thrill
6982,0,it 's visual rorschach test and must have fail
7230,0,you expect more from director michael apted enigma and screenwriter nicholas kazan reversal of fortune than this cliche pileup
6983,3,most thriller send audience out talk about specific scary scene or startle moment frailty `` leave us with the terrify message that the real horror may be wait for us at home
10847,3,an unflinching complex portrait of modern israel that be rarely see on screen
6516,1,unfortunately carvey 's rubber face routine be no match for the insipid script he have craft with harris goldberg
7649,0,if there 's heaven for bad movie deuce wild be on its way
2241,2,fall short in explain the music and its root
2989,2,curling may be unique sport but men with broom be distinctly ordinary
6929,3,base on dave barry 's popular book of the same name the movie benefit from have real writer plot out all of the character ' move and overlap story
4258,4,a vibrant whirlwind of love family and all that go with it my big fat greek wedding be non stop funny feast of warmth colour and cringe
2384,3,the film 's highlight be definitely its screenplay both for the rhapsodic dialogue that jump off the page and for the memorable character creation
1152,2,wanker goth be on the loose
1406,3,a bright inventive thoroughly win flight of revisionist fancy
9004,1,how many more time will indie filmmaker subject us to bore self important story of how horrible we be to ourselves and each other
540,0,the most offensive thing about the movie be that hollywood expect people to pay to see it
5150,3,dense exhilarate documentary
6815,2,ensemble movie like soap opera depend on empathy
371,2,the comedy make social commentary more palatable
7641,3,manages to accomplish what few sequel can it equal the original and in some way even better it
4801,1,look and feel like low budget hybrid of scarface or carlito 's way
419,0,rather pity anyone who see this mishmash
1280,2,this rough trade punch and judy act do't play well then and it play bad now
10315,0,obvious obnoxious and didactic burlesque
1587,4,it 's as raw and action pack an experience as ringside seat at tough man contest
1725,3,we 're draw in by the dark luster
4606,3,for his first attempt at film noir spielberg present fascinating but flaw look at the near future
11115,4,a jaw droppingly beautiful work that upend nearly every clich of japanese animation while deliver more than satisfactory amount of carnage
3256,0,you 'll just have your head in your hand wonder why lee 's character do't just go to bank manager and save everyone the misery
1363,0,this be the sort of low grade dreck that usually go straight to video with lousy script inept direction pathetic act poorly dub dialogue and murky cinematography complete with visible boom mike
11181,3,safe conduct `` be long movie at 163 minute but it fill the time with drama romance tragedy bravery political intrigue partisan and sabotage
989,2,less cinematically powerful than quietly and deeply move which be powerful in itself
5160,2,it 's all rather shapeless good time
2597,1,matrix ' style massacre erupt throughout but the movie have tough time balance its violence with kafka inspire philosophy
7922,0,a movie version of paint by number picture
10,1,too bland and fustily tasteful to be truly prurient
5113,4,the search for redemption make for touching love story mainly because blanchett and ribisi compellingly tap into spiritual aspect of their character ' suffering
7298,2,it be dark and stormy night
1632,1,have all the complexity and realistic human behavior of an episode of general hospital
4681,1,i 'll stay with the stage version however which bite clean and deep
3992,3,oddly the film be't nearly as downbeat as it sound but strike tone that 's alternately melancholic hopeful and strangely funny
5249,3,the story play out slowly but the character be intrigue and realistic
7648,1,the movie 's blatant derivativeness be one reason it 's so lackluster
1990,3,high crime steal so freely from other movie and combine enough disparate type of film that it ca't help but engage an audience
492,3,a terrific insider look at the star make machinery of tinseltown
529,1,let 's see haunt house haunt ship what 's next ghost blimp
1343,2,have some visual wit but little imagination elsewhere
1053,2,the good be very very good the rest run from mildly unimpressive to despairingly awful
3741,3,marshall put suspenseful spin on standard horror flick formula
3829,1,a cautionary tale about the folly of superficiality that be itself endlessly superficial
3086,2,who know
5003,4,far more enjoyable than its predecessor
7732,3,the film 's unhurried pace be actually one of its strength
2821,1,this picture be mostly lump of run of the mill profanity sprinkle with few remark so geared toward engender audience sympathy that you might think he be run for office or try to win over probation officer
4402,3,neatly construct thriller
5352,2,the actor pull out all the stop in nearly every scene but to diminish effect
5797,4,the strength of the film come not from any cinematic razzle dazzle but from its recovery of an historical episode that in the simple tell prof simultaneously harrow and uplift
6250,1,the film be strictly routine
10182,3,the last scene of the film be anguish bitter and truthful
9491,4,mr caine and mr fraser be the whole show here with their memorable and resourceful performance
1942,3,the first bond movie in age that be't fake fun
9670,0,an undistinguished attempt to make classic theater piece cinematic
2477,1,just send it to cranky
6123,2,the filmmaker ascend literally to the olympus of the art world but he would have do well to end this flawed dazzling series with the raising of something other than his own cremaster
3974,3,just bring on the battle bots please
10277,0,unfunny and lack any sense of commitment to or affection for its character the reginald hudlin comedy relies on toilet humor ethnic slur
4849,2,tian emphasize the isolation of these character by confine color to liyan 's backyard
7524,3,mention solaris `` five year from now and 'm sure those who saw it will have an opinion to share
6456,2,the main problem be that it 's only peek
809,3,secretary be just too original to be ignore
8128,3,have far more energy wit and warmth than should be expect from any movie with `` at the end of its title
7331,4,grenier be terrific bring an unforced rapid fire delivery to toback 's heidegger and nietzsche referencing dialogue
7221,3,assayas ' ambitious sometimes beautiful adaptation of jacques chardonne 's novel
8833,0,solaris `` be shapeless inconsequential move rely on the viewer to do most of the work
3673,1,it concentrate far too much on the awkward interplay and utter lack of chemistry between chan and hewitt
2257,2,well it 's not as pathetic as the animal
749,1,it 's shame the marvelous first 101 minute have to be combine with the misconceive final
5166,3,though it lack the utter authority of genre gem there 's certain robustness to this engage mix of love and bloodletting
2308,3,amazingly dopey
726,0,it do't take rocket scientist to figure out that this be mormon family movie and sappy preachy one at that
998,1,a technical triumph and an extraordinary bore
7895,1,the main story be compelling enough but it 's difficult to shrug off the annoyance of that chatty fish
431,3,tsai convincingly paint specifically urban sense of disassociation here
7706,2,i be send copyof this film to review on dvd
2338,1,a spooky yarn of demonic doings on the high sea that work better the less the brain be engage
4633,2,less than compel documentary of yiddish theater clan
4368,1,expand the horizon of boredom to the point of collapse turn into black hole of dullness from which no interesting concept can escape
7171,1,just about all of the film be confuse on one level or another make ararat far more demanding than it need to be
8072,3,all the piece fall together without much surprise but little moment give it boost
2164,1,we 're leave with story that try to grab us only to keep let go at all the wrong moment
6073,3,remove spider man the movie from its red herring surroundings and it 's apparent that this be one summer film that satisfies
4450,3,some of the most inventive silliness you be likely to witness in movie theatre for some time
1120,1,the mothman prophecy which be mostly bore seem to exist only for its climactic setpiece
4778,2,i ca't remember the last time saw movie where want so badly for the protagonist to fail
9919,2,the nifty trick perpetrate by the importance of be earnest be the alchemical transmogrification of wilde into austen and hollywood ized austen at that
5522,1,uzumaki 's interesting social parallel and defiant aesthetic seem prostituted muse
3033,2,be truth strange than fiction
10231,2,cynic need not apply '
3036,3,like the rugrats movie the wild thornberrys movie do't offer much more than the series but its emphasis on care for animal and respect other culture be particularly welcome
8390,1,purport to be hollywood satire but wind up as the kind of film that should be the target of something deep and more engaging
1739,2,impeccably film sexually charge but ultimately lack in substance not to mention drag down by leaden closing act
8309,2,like mike be harmlessly na ve slice of ball fantasy fit for fill in during the real nba 's off season
1244,4,jagger stoppard and director michael apted deliver riveting and surprisingly romantic ride
6335,3,an absorbing and unsettling psychological drama
2279,1,there 's no point of view no contemporary interpretation of joan 's prefeminist plight so we 're leave think the only reason to make the movie be because present standard allow for plenty of nudity
503,1,a zippy 96 minute of mediocre special effect hoary dialogue fluxing accent and bad of all silly look morlocks
1530,1,the movie be load with good intention but in his zeal to squeeze the action and our emotion into the all too familiar dramatic arc of the holocaust escape story minac drain his movie of all individuality
1639,0,the entire movie be so formulaic and forgettable that it 's hardly over before it begin to fade from memory
5238,3,kid who be into this thornberry stuff will probably be in wedgie heaven
9148,0,it be't quite one of the bad movie of the year
610,4,jones have tackle meaty subject and drawn engage character while pepper the page with memorable zinger
4765,4,a wry affectionate delight
994,2,in both the writing and cut it do not achieve the kind of dramatic unity that transport you
7530,4,an inventive absorbing movie that 's as hard to classify as it be hard to resist
9404,2,i wo't argue with anyone who call slacker ' dumb insulting or childish but laugh so much that do't mind
1445,3,the filmmaker know how to please the eye but it be not always the pretty picture that tell the best story
2281,2,spy
2071,2,granddad of le nouvelle vague jean luc godard continue to baffle the faithful with his game of hide and seek
1469,1,come across as fairly weak retooling
2938,0,it 's hard to imagine act that could be any flatter
7793,1,it 's both sitcomishly predictable and cloying in its attempt to be poignant
2181,4,it 's pack with adventure and worthwhile environmental message so it 's great for the kid
2579,2,it play like big budget after school special with generous cast who at time lift the material from its well meaning clunkiness
682,2,a drama
10330,3,a chill tale of one of the great crime of 20th century france the murder of two rich woman by their servant in 1933
7960,3,this be't stand up and cheer flick it 's sit down and ponder affair
11022,4,all three actress be simply dazzle particularly balk who 's finally be give part worthy of her considerable talent
1608,3,otto sally have real filmmaker 's eye
6469,2,even with harris 's strong effort the script give him little to effectively probe lear 's soul strip breakdown
8408,4,the film 's intimate camera work and sear performance pull us deep into the girl ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's open between them
7703,3,would make an excellent companion piece to the similarly theme the french lieutenant 's woman '
10222,2,provide porthole into that noble tremble incoherence that define us all
5835,2,personal velocity ought to be explore these woman 's inner life but it never move beyond their surface
9278,2,an 83 minute document of project which start in muddle seesaw back and forth between control interest multiple time then find its sweet spot
929,4,it 's great performance and reminder of dickens ' grandeur
87,3,an unusually dry eye even analytical approach to material that be generally play for maximum moisture
3052,3,if you 're willing to have fun with it you wo't feel cheat by the high infidelity of unfaithful
8484,3,it be ok for movie to be something of sitcom apparatus if the line work the humor have point and the actor be humanly engage
1323,2,as social expo skin have its heart in the right place but that 's not much to hang soap opera on
4082,4,a delightful entree in the tradition of food movie
3959,0,the plot be paper thin and the character be't interesting enough to watch them go about their daily activity for two whole hour
9231,0,just plain bad
1843,3,do't judge this one too soon it 's dark gritty story but it take off in totally unexpected direction and keep on go
4451,1,offer big fat dumb laugh that may make you hate yourself for give in
788,3,a fascinating unnerving examination of the delusion of one unstable man
3548,2,whether you like it or not be basically matter of taste
3231,3,a bittersweet film simple in form but rich with human event
8121,1,if hill be't quite his generation 's don siegel or robert aldrich it 's because there 's no discernible feeling beneath the chest hair
2531,2,while this gentle and affect melodrama will have luvvies in rapture it 's far too slight and introspective to appeal to anything wide than niche audience
10309,3,it offer glimpse of the solomonic decision face jewish parent in those turbulent time to save their child and yet to lose them
4071,1,the scriptwriter be no less menace to society than the film 's character
5720,3,it 's hard to imagine anybody ever be in the mood `` to view movie as harrowing and painful as the grey zone but it 's equally hard to imagine anybody be able to tear their eye away from the screen once it 's start
7673,3,after watch it you can only love the player it bring to the fore for the gift but no nonsense human being they be and for the still inestimable contribution they have make to our share history
1505,0,it 's not just the vampire that be damn in queen of the damn the viewer will feel they suffer the same fate
334,2,lohman adapt to the change require of her but the actress and director peter kosminsky never get the audience to break through the wall her character erects
3289,1,what pity that the material be so second rate
3506,3,this new movie version of the alexandre duma classic be the stuff of high romance bring off with considerable wit
4266,1,the rule of attraction get us too drink on the party favor to sober us up with the transparent attempt at moralize
7584,1,one can only assume that the jury who bestow star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival be honor an attempt to do something different over actually pull it off
6297,2,all analyze that prove be that there be really only one movie 's worth of decent gag to be glean from the premise
2479,1,while certainly clever in spot this too long spoofy update of shakespeare 's macbeth do't sustain high enough level of invention
5061,3,henry bean 's thoughtful screenplay provide no easy answer but offer compelling investigation of faith versus intellect
7013,3,i like lot of the small scene
10379,4,if you 're not deeply touch by this movie check your pulse
439,2,count on his movie to work at the back of your neck long after you leave the theater
774,3,triple be double agent and he 's one bad dude
1182,3,amy and matthew have bit of phony relationship but the film work in spite of it
2030,2,martyr get royally screw and come back for more
7700,3,you come away from his film overwhelm hopeful and perhaps paradoxically illuminated
291,2,it arrive with an impeccable pedigree mongrel pep and almost indecipherable plot complication
3940,0,oedekerk mug mercilessly and the genuinely funny joke be few and far between
5674,0,i can analyze this movie in three word thumb friggin ' down
6954,0,the only thing that distinguish randall wallace film from any other be the fact that there be nothing distinguish in randall wallace film
8810,4,danny huston give an astounding performance that deftly gradually reveal real human soul bury beneath spellbinding serpent 's smirk
3096,3,familiar but utterly delightful
3227,2,the country bear have no scene that will upset or frighten young viewer
3663,2,might best be enjoy as daytime soaper
10023,3,this be historical filmmaking without the balm of right think ideology either liberal or conservative
8339,2,it be not what you see it be what you think you see
2670,1,although god be great address interest matter of identity and heritage it 's hard to shake the feeling that it be intend to be different kind of film
4301,4,the story ultimately take hold and grip hard
8183,3,steer refreshingly clear of the usual cliche
8154,4,with or without the sex wonderful tale of love and destiny told well by master storyteller
882,3,i like it
3378,4,what elevate the movie above the run of the mill single blender be its surreal sense of humor and technological finish
1150,3,what bubble up out of john walsh 's pipe dream be the distinct and very welcome sense of watch intelligent people make movie they might actually want to watch
10757,2,he get his secretary to fax it ``
8491,3,a college story that work even without vulgarity sex scene and cuss
3863,1,demme finally succeed in diminish his stature from oscar win master to lowly studio hack
3160,1,it 's tough to tell which be in more abundant supply in this woefully hackneyed movie direct by scott kalvert about street gang and turf war in 1958 brooklyn stale cliche gratuitous violence or empty machismo
10112,4,i 'd watch these two together again in new york minute
4303,0,feel at time like giant commercial for universal studio where much of the action take place
5267,3,the character be more deeply think through than in most right thinking ' film
2495,4,for most of its footage the new thriller prove that director night shyamalan can weave an eerie spell and that mel gibson can gasp shudder and even tremble without lose his machismo
4753,3,just as the recent argentine film son of the bride remind us that feel good movie can still show real heart time of favor present us with an action movie that actually have brain
8896,4,it 's cool event for the whole family
11189,0,the film 's consider approach to its subject matter be too calm and thoughtful for agitprop and the thinness of its characterization make it failure as straight drama '
1139,3,it be also testament to the integrity and vision of the band
4807,1,pretty much suck but have funny moment or two
3551,3,as action adventure this space base homage to robert louis stevenson 's treasure island fire on all plasma conduit
1564,2,it 's not classic spy action or buddy movie but it 's entertain enough and worth look
3218,2,jaunty fun with its celeb strewn backdrop well use
3830,1,i do't think most of the people who love the 1989 paradiso will prefer this new version
4621,3,a tightly direct highly professional film that 's old fashion in all the best possible way
194,0,this thing be virtually unwatchable
6606,3,just offbeat enough to keep you interested without come close to bowl you over
9494,2,i would be shock if there be actually one correct interpretation but that should't make the movie or the discussion any less enjoyable
512,1,where this be lazy but enjoyable formula comedy redeem by its star that be even lazy and far less enjoyable
8894,4,an excellent sequel
5755,0,a smug and convoluted action comedy that do't allow an earnest moment to pass without remind audience that it 's only movie
2032,0,it jump around with little logic or continuity presenting backstage byte of information that never amount to satisfying complete picture of this particular anciently demand tier
5537,3,nettelbeck have pleasing way with metaphor
3953,3,the movie despite its rough edge and tendency to sag in certain place be wry and engross
11165,1,more intellectually scary than dramatically involve
8717,3,the fluid motion be astound on any number of level include the physical demand make on ttner and it imply in its wake the intractable irreversible flow of history
591,3,funny and touch
6826,3,interesting and thoroughly unfaithful version of carmen
1075,2,tsai may be plough the same furrow once too often
5694,1,we hate madonna within the film 's first five minute and she lack the skill or presence to regain any ground
1084,1,a piece of mildly entertaining inoffensive fluff that drift aimlessly for 90 minute before lodge in the crack of that ever grow category unembarrassing but unmemorable
859,3,the bodily function joke be about what you 'd expect but there be rich vein of funny stuff in this movie
9344,2,a sha na na sketch punctuate with graphic violence
5154,2,ultimate be ride basically the kind of great hit reel that might come with subscription to espn the magazine
4740,0,suffers from lack of clarity and audacity that subject as monstrous and pathetic as dahmer demand
5104,2,i ca't
8242,3,jolie give it that extra little something that make it worth check out at theater especially if you 're in the mood for something more comfortable than challenge
4353,0,some writer dude think his name be uh michael zaidan be suppose to have like write the screenplay or something but dude the only thing that ever saw that be write down be the zero on my paycheck
2439,0,this be standard crime drama fare instantly forgettable and thoroughly dull
10736,3,this in depth study of important development of the computer industry should make it required viewing in university computer science department for year to come
10381,2,broomfield reveals an ironic manifestation of institutionalized slavery that tie black own record label with white empowered police force
1764,1,what madonna do here ca't properly be call act more accurately it 's move and it 's talk and it 's occasionally gesturing sometimes all at once
10123,2,sweet home alabama be one dumb movie but its stupidity be so relentlessly harmless that it almost win you over in the end
2213,1,an uneven look into grim future that do't come close to the level of intelligence and visual splendour that can be see in other film base on philip dick story
2130,3,though the film be static its writer director 's heart be in the right place his plea for democracy and civic action laudable
2184,3,from both great and terrible story mr nelson have make film that be an undeniably worthy and devastating experience
806,2,if you adore the full monty so resoundingly that you 're die to see the same old thing in tired old setting then this should keep you reasonably entertain
8024,4,a pleasant piece of escapist entertainment
2234,0,guy get girl guy lose girl audience fall asleep
7831,2,there be one surefire way to get nomination for best foreign film oscar make movie about whimsical folk who learn nonchallenging life affirm lesson while walk around foreign city with stunning architecture
8672,1,kung pow be oedekerk 's realization of his childhood dream to be in martial art flick and prove that sometimes the dream of youth should remain just that
55,4,you 'll probably love it
2877,2,aside from show us in explicit detail how difficult it be to win over the two drink minimum crowd there 's little to be learn from watch comedian '
5279,4,terrific performances great to look at and funny
8613,1,there 's no point in extract the bare bone of byatt 's plot for purpose of bland hollywood romance
4283,2,i 'll put it this way if you 're in the mood for melodrama narrate by talk fish this be the movie for you
3130,1,content merely to lionize its title character and exploit his anger all for easy sanctimony formulaic thrill and ham fisted sermon on the need for national health insurance
7818,2,affleck merely create an outline for role he still need to grow into role that ford effortlessly fill with authority
2840,1,solondz be so intent on hammer home his message that he forget to make it entertain
3555,3,a sly female empowerment movie although not in way anyone would expect
2683,1,like medium grade network sitcom mostly inoffensive fitfully amuse but ultimately so weightless that decent draft in the auditorium might blow it off the screen
2018,1,feel less like change in herzog 's personal policy than half hearted fluke
2428,1,one problem with the movie direct by joel schumacher be that it jam too many prefabricated story element into the running time
11490,1,director yu seem far more interested in gross out humor than in show us well think stunt or car chase that we have't see 10 000 time
1003,0,you 'll find yourself wish that you and they be in another movie
6699,1,little more than stylish exercise in revisionism whose point be no doubt true but serve as rather thin moral to such knowing fable
9326,3,even if you 're an agnostic carnivore you can enjoy much of jonah simply and gratefully as laugh out loud lunacy with pronounced monty pythonesque flavor
11089,2,if the idea of the white man arrive on foreign shore to show wary native the true light be abhorrent to you the simplistic heaven will quite likely be more like hell
2733,0,this be surely one of the most frantic virulent and foul natured christmas season pic ever deliver by hollywood studio
1882,1,a party hearty teen flick that scald like acid
10005,3,there have be string of ensemble cast romance recently but peter mattei 's love in the time of money set itself apart by form chain of relationship that come full circle to end on positive if tragic note
7715,2,a flawed film but an admirable one that try to immerse us in world of artistic abandon and political madness and very nearly succeed
5883,1,and in sense that 's liability
1891,1,there 's not spark of new inspiration in it just more of the same do with noticeably less energy and imagination
3300,4,although what time offer tsai 's usual style and theme it have more colorful more playful tone than his other film
8612,1,low rent from frame one
385,2,not one moment in the enterprise do't make me want to lie down in dark room with something cool to my brow
9967,3,that alabama ' manages to be pleasant in spite of its predictability and occasional slowness be due primarily to the perkiness of witherspoon who be always joy to watch even when her material be not first rate
11297,2,cockettes have the glorious gaudy benefit of much stock footage of those day feature all manner of drag queen beard lady and lactating hippie
741,0,the entire film be one big excuse to play one lewd scene after another
