Id,Category,Sentence
121,4,"Superbly photographed and directed, Mendes tells a series of jokes, the likes of which the mainstream audience rarely saw."
122,2,"Trying to be bold and original, he is always only occasionally satirical and never manages to be fresh."
123,3,And gazing at the absurdities and intimacy is part of the fun.
124,3,One of the wonders of changing operating times in modern British history is that Hayao Miyazaki's Japan Of The Apocalypse has survived in a reworked version.
125,4,"The film is a provocative one, about the Israeli-Palestinian conflict through the eyes of children, who nonetheless have a soft spot for one another."
126,3,One thing is clear.
127,1,"Individual characters, beware; this is outright cinema repentance."
128,0,"The story is far-fetched, illogical, and just plain silly."
129,2,"A long-established admirer of his work will find it hard to sit in an invincible abyss arbitrarily, oblivious to its imperfections."
130,0,"Instead, it will just put you to sleep."
131,1,This film is more like a fireworks display than a movie that tends to have characters and storylines.
132,1,"Adrift, Bentley and Hudson look and smiri, respectively, while Ledger attempts to prove that the intensity of the movie stars ""radiance can overcome poor hair styling."
133,1,"Matthios's underdevelopment here is nothing more than a narrow avenue of bumbling characters flipping of all sorts around, as if returning from the camp - a fractious drama in love with its own pumachines of self-exploration."
134,2,"The same song, the second verse, the cult was better, the cult rising was worse."
135,1,Fincher does not appear to relish making films or give them to the audience.
136,3,"Backed by a stunning vocal performance (LRB - other than Love Hewitt - RRB), interesting racial tensions, and a story I haven't learned since Dragon Pete came to Britain in the early 1990's."
137,4,"<unk> is honest and collected with humour and subtext, where his message was memorable."
138,2,"A different kind of love story - dark, disturbing, poignant to watch, but competent."
139,3,Roman Polanski's autobiographical gesture at redemption is better than Schindler's List - it's more than a Holocaust movie.
140,2,shows the potential of a better film than what Bailey deftly shows
141,3,"The Global Traveller can do nothing new, or even arrive somewhere special, but it is, of course, an honest attempt."
142,4,"The treat is a delightful, witty romantic comedy with a very sharp score... Grant and Bullock are portrayed as having a lot of fun."
143,2,The film has a childlike quality.
144,1,"They are nameless, easily replaceable forces, as some of the terror the horror film characters are trying to avoid."
145,3,Scorsese's courage and honesty in advancing this vision can hardly be overestimated.
146,2,"Oh, what the hell."
147,2,What a crane boy!
148,4,"A humbling, memorable cinematic experience that his predecessors are proud of."
149,2,"War veterans will be worried about the nightmarish versions of everyday ""sex and the city"" child entertainment that the movie is about."
150,1,"The metaphors are provocative, but too often the viewer is left out of the mechanics of a picture."
151,3,"It's an entertaining movie, and the effects magnified to the size of a downtown hotel lead you almost to the remote."
152,0,A laughable (or rather unfunny) excuse for a movie.
153,3,Jacot shot the opera in a format appropriate for the libretto and perfectly captured the drama and the lyricism of the opera.
154,3,Spirit: The Stent of Simaran will win - an old-fashioned adventure for the kids.
155,1,A film in which history is an almost afterthought amid a sack of paint and unexplained events.
156,4,Anyone fortunate enough to savour at least a single slice of humorous avant-garde is treated Better Hands at the Dome rehearsal in this crazy blockbuster movie.
157,4,"Theftly balancing between comedy and tragedy, hope and sound, ""About Schmidt"" is closer to film than most movies to 景 how we live - something in between opposing worldviews and instinctive need."
158,3,"Far from being a Hufkenburg, ""it is a bold conceptual feat, but, more than that, it is the work of playwright Ryan Watford."
159,3,"This was both an illustrative step in the collaborative process and a temporary, deliberate description of the corporate circus that is the record industry in its current climate of fine and contraction."
160,3,"The choice of the candidates sent to murder / suicide bras will have tinted sennigan and slapstick enough, although the most optimistic may be disappointed in a more or less modest film reconfigured to provide a low-key and restrained teaching of literature."
161,3,A delicious appetite that leaves you wanting more.
162,2,The Sundance film festival is getting so crazy that fans and producers come to Utah every January to see The Next Great Thing.
163,4,"These components, like mixed shades of lipstick, are melted down in a stunning story with plenty of laughs."
164,1,"There are -LRB-and-RRB-moments in the movie, but there are very few of these in the movie and they are far apart."
165,4,"The careful, subtle approach to Greene's writing is surprisingly correct."
166,1,"The tests of showing history ""on the tail"" in hip-hop indie tracking are enough to tracksuit the intelligence, with little return."
167,0,"RP: Hollywood movies lose out a lot less than RP - a terrible, stinSelect thing... so rotten in nearly every aspect of production that you want to crawl into big."
168,0,"An unspeakably sombre comedy in the style of ""The Si-Fi."""
169,1,"Just because the ""slogan"" is cut off enough to activate the female tracts does not mean that it is good enough for our girls."
170,1,"If I want music, I'll buy the track."
171,2,You could have put it on the coffee table anywhere.
172,3,Renault itself boasts much of the film's success.
173,0,I don't yet know which treatments will take longer - the prosthesis-induced abdominal cancer or my own psychosis.
174,2,"If this might be an exercise in performance, or a particularly dark joke, then it is interesting that someone in the film was able to make it flesh."
175,1,The novel by the two lead characters is not as compelling and compelling as one might expect.
176,3,She manages to have fun without resorting to long stories.
177,4,It's just nice to watch and - especially - to listen to.
178,0,He tries fruitlessly to combine at least three dumb conspiracies into one good one.
179,3,That is why Sex and Lucia is so appealing.
180,2,It is as Allen's execution date draws nearer that it is difficult to mention her friendship with investigative journalist David Presson in the documentary.
181,2,Or another dog winks.
182,1,This 100-minute film only has 25 minutes of decent material.
183,3,"Gooding is a fantastic front man, and it is hard to resist his inspiration, even if the film's makers will have nothing original in the form of slash sandwiches."
184,2,... Sermon a parable stylized by a John Wu bullet.
185,2,"Massoud's story is epic, but also tragedy: the story of a tenacious fighter with a sense of humor who was also a jailer - the LRB - and ultimately recorded as an RRB victim."
186,2,She appears to be in no way close to the center of the story.
187,1,That may be the first cartoon that is ever so similar to a movie being shown on television in a sports bar.
188,2,"Chadiac, who agrees to mix-up with the damned for praising Patch Adams in the ratings, catobserves everything from ""Sixth Sense"" to ""Motman Prophecies."""
189,0,The film is about that after all.
190,1,Perhaps those 24 and a half men who are looking to become an example for a generation should keep looking for their own caddishack.
191,3,"Funnily enough, you'll probably never have noticed that this is a rather straightforward remake of Hollywood comedies, such as Father of the Bride."
192,4,"Smart, witty interwoven scenes from Oscar Wilde's play."
193,0,"Secrets to time travel will be discovered, discovered, and rejected as boring before I see this piece of crap Nurse."
194,0,This is practically uncontrollable.
195,0,"Given that virtually nobody has to turn up at theatres to do so, the work has had to be done to the tune of that pipe."
196,3,In Qquirky director Burr Steers insisted the result was mixed.
197,1,But no.
198,3,That is a far-sighted decision.
199,3,"The real star of this film is the score, just as in the songs, which are well translated into the film, and so it's really well staged."
200,1,Potentially good comedy premieres and great cast and crew are on their way to spectacular events.
201,2,Maelstrom is a deliberately unstable mix of stylistic elements.
202,1,"Although the film has a nice cast and very strong supporting characters, the story - like its central character Viksel - is not good for much self-interest 细"
203,2,something hurries to respond with a cold message;
204,4,"It's a very moving and scary thriller, sometimes at the far end of the screen because your nerves just don't break."
205,2,It has all the right elements but is completely unable to integrate.
206,0,Distracted from the rightness of its creator.
207,2,It's a film that tells the banal story and gives the impression that he would have consumed more than he did.
208,3,"Humans' skin does get a few cheap chicks from their toddler's tigers, but at the same time it is steeped in the original fears of young people struggling with the mysterious and cruel nature of adults."
209,1,"While she has a brilliant artistic direction, she has a wildly whimsical tone, which quickly weathers her limited reception."
210,4,"As an actress, Madonna is one of the most moody singers in the world."
211,1,"Now that we have clearly understood the complexities of international terrorism, collateral damage paints an absurdly simple picture."
212,0,"<unk>, whose name is Nash, is in a distant quest for time."
213,2,Go.
214,3,"the bilingual spell, and the woman who inspired him"
215,4,A fascinating example of being free from the pressures of flowers and the price paid.
216,0,"Rather than allowing laughter to become part of reality, Laurence gets his signature misogyny (er, comedy) like a human vulcano or an overflowing clean-up pool so there is no choice."
217,3,"A vivid, sometimes surreal look at the puzzles of human behavior."
218,2,"The results, if not memorable, are at least interesting."
219,2,Please.
220,0,"Actors try hard, but become too dilettante and awkward."
221,0,"Like so many biographical dramas, she suffers from the unease that arises from an attachment to true stories."
222,1,<unk> in Spy is so anemic.
223,4,One of the most compelling and unpredictable characters of the year.
224,0,Pathetic exploitative movies that try to appear bad and just seem worse for effort.
225,1,The musical is as original and insightful as last week's episode.
226,0,... You can forgive yourself if you've spent the last 20 minutes looking at a clock and waiting for Frida to die.
227,2,"This English-language version... pays full tribute to Miyazaki's dull, often rugged landscape and his characters ""heroism."
228,3,A quiet family drama with a little bit of romance and a dose of darkness.
229,3,Old-fashioned but very substantial entertainment.
230,0,Absurdity and greed pile up like a boulder on a greasy spoon.
231,1,"After all, Sarah's quest for a husband seems more passionate than romantic, and there is nothing conclusive about how one woman's broken heart outweighs all the Len Gibson loss we Forget about."
232,2,"As Eight Legged Freaks is in part a homage to Tom, Tarantula, and other low-budget TV thrillers in the 'Jazz nineties and' sixties, such movies are flawed - LRB, N-RRB - and making their way through horrors and hellish conditions."
233,0,A better description of why it didn't work would have required another viewing and I'm not sitting in this room anymore... like an idiot.
234,4,"A colorful and colourful introduction to a universal human obsession: lovingly photograph, record."
235,0,"meagre monsters are the side of a snack they don't have, and they are more likely to wake you up to a sleep than to scare you off."
236,2,"A dramatic crisis does not always result in serious preoccupations, but Jupper's theatrical improvisation helps to flit through a number of film moments."
237,0,"For 100 minutes, you will stand idly by waiting for a new movie to come out."
238,3,It is better than the great but Freeman and Judd make it work.
239,3,"Takashi Miike keeps pushing and pushing: ""Ichi Killer"""
240,3,"And while bigger than both, anyone who has seen Unor Cat People will find there a little new, but the delicious staging by Vincent Gallo elevates this cannibal tale above anything conventional."
241,1,"The whole ""City by the Sea"" film shifts from one approach to another, but ends up in a formula that is a waste of money for De Niro, McDormand, and other good actors in the cast."
242,3,Major's provocative film was an example of the vagueness of evil.
243,1,A light balance was not one of the movie's virtues.
244,2,Only realizes that the Shakespeare parallels will not go far.
245,3,Miller came up with an intriguing story of maternal instincts and misguided expressions of love.
246,1,A full-scale tag... strains the concept of the series.
247,4,"We admire this film for its harsh criticism and refusal to seek our tears, our sympathies."
248,3,It's a sharp piece of filmmaking on basically sloppy topics.
249,0,"A soft, somnambulist exercise in pretentious, whose omniscience is disturbed by frequent outbursts of violence and noise."
250,4,"If you love the TV series, you love it and probably want to see it twice."
251,1,... stupid humour...
252,1,"The scenes turn out to be more interesting than all the dramas of the characters, who never reach satisfying conclusions."
253,4,"Hugh Grant, who has great charm, was never quite as charming as in ""Little Boy Blue."""
254,4,Brian Tufano's beautiful home-produced photograph and Paul Grabowski's stunning music make this very local drama something truly extraordinary.
255,2,De Niro yells.
256,2,"The result is more depressing than liberating, but it is never dull."
257,3,A very good film sits where a masterpiece should be.
258,0,"When nothing great happens, you can't see anything new, the zero-impact effect, too many flashbacks and a grim ending make a good movie a bad one."
259,2,"Davis has energy but is in no way concerned with the persuasion of her character's book, the originality of her war-of-the-sexes regionalism, or the profitability of the comic screenings."
260,2,"Many of the lower-ranked films seem excessively long these days, and this one's monstrously short."
261,3,Felson said of Schmidt.
262,3,A film about silent power.
263,3,It's another cool crime film that really does bring a new level of Spain.
264,4,"Shamelessly shot, London and Cannes both offer scents of life, which not many films can overlook, as they move seamlessly across the Hollywood conveyor belt."
265,3,"Indeed, there is little to recommend a film."
266,1,A mere copy of one of the best films in history - could it not be?
267,3,The film made me grin.
268,2,"Bacon keeps things interesting, but don't drop out of your environment to pay the full fee."
269,3,And maybe you didn't narrowly get off the trees - but it's absolutely worth a look.
270,3,"Famuyiwa's tart treatment of this cast is tame, intelligent, rather than making anyone envious of any subterranean genre he gets his hands on."
271,4,Amazingly powerful and universal.
272,3,... an interesting historical excursion.
273,3,"There's no worse film than Breaking Out, and Breaking Out was utterly charming."
274,0,Madonna has often asserted herself so often that she seems to have nothing to work with but Michael Jackson's nose.
275,3,"Ludicrous, but director Carl Franklin adds enough arrogance and eclecticism to make the film entertaining."
276,3,We're unlikely to see a better thriller this year.
277,4,"""LRB,"" Cuaron created a Kiss-RRB-containing film from several sculptural film studios: The Moovy Road, coming-of-age movies and teenage sex comedy."
278,4,"It's an ultra intelligent, solid, nervously charging spy tape worthy of a couple hours of summer and the grunt of the mammal."
279,4,"There is a leap of faith, with jaw dropping, a dramatic walkabout, excellent color palette, a surprising technique, accompanied by music and a walk in the old hour leading to a happy happy ending."
280,1,"Decent, but bored."
281,2,"But if you've paid a price and bought a big tube of corn, enjoy a good meal methods."
282,1,"What should have been a painless time-killer becomes, instead, a test of strength on the radiator grille."
283,2,"But, however well and intentionally this is done, the film is dangerously close to becoming too bloated, too strict and too tactless for its own good."
284,1,<unk>'s pathetic and unbelievable touch with the real limit.
285,0,You see a movie and think: zzzzzzz.
286,1,"Even if it's easier to perceive than most of his films about self-consciousness and gratitude, it is still tempered by lines, painful improvisation, and dark moments."
287,1,"It is a wild, disjointed enterprise, one would not think that it has improvised from day to day during the course of production."
288,4,"Piccoli gives a superb performance, full of profound experience."
289,4,"LRB-Ramsay-RB sweetly transforms the dreary dead end with no heroes into a poem about art, music and metaphors."
290,1,"A Requiem for Youth, which never comes close to being about the sum of its claims."
291,2,"It arrives with an irrepressible pedigree, housemate and almost inexplicable plot complexities."
292,1,The portrait of alienation is so beautiful that it inevitably manages to alienate most viewers.
293,0,"I went up to Sir and said that if she had to sit in the room again, I would have to ask her to raise her rate."
294,0,<unk> arrived with his hair pulled back in a dabble from the 軽knots.
295,1,I can't say this: it's a movie about a grown man dressed as pink jimmy.
296,1,... there is a sense of sadness in the entire company.
297,1,... rather gently.
298,3,"""Brown Sugar"" is the more beyond a clone of ""Better Man,"" the more you have to come to terms with it."
299,1,The film was as awful as the synergistic impulse that made it.
300,4,"If the main purpose of a horror film is to frighten or disturb, they work perfectly well... The ride is disgusting and nerve-wracking."
301,1,An unbearably miserable and deliberately arthouse film.
302,0,Refrigerator free of chills.
303,3,A comedy Which oscillates on the brink of life.
304,0,A little agricultural drama.
305,2,It's time to let your feet down - Greek-style.
306,4,"""Simone"" provides a funny perspective on artificial reality in a world where artificial reality thrives."
307,3,"Their headhunter, RRB, splits fun, while adding a bit of earnestness and unintelligible substance."
308,0,"You start worrying if... some unpaid <unk> has actually recently squeezed Chris Rock, Anthony Hopkins and <unk> into some crew from <unk>'s script."
309,3,A wizard from Belgium.
310,2,"Director John Muskett and Ron Clements - the creators of The Little Mermaid - produce a sparkly freshness in the retina, but they can't get big emotional resonance to yourself in a cold cosmic vacuum."
311,1,My advice is to skip the film and choose a soundtrack.
312,3,By age 19 she remains afloat like a decent drama
313,1,"As if one of The Fallen Ears weren't enough, this equally sarcastic sur- con is directed at the spectacular spectacle of cities competing for the limelight."
314,0,What more can be expected of a college comedy whose target audience has not graduated high school?
315,4,That's good.
316,3,This is a film built on the assumption that you are wrong.
317,0,Please stop Eric Schaeffer before he makes another movie.
318,4,"Along with each of its three main cast members, Miller eloquently captures the moment when a woman's life, reduced from its deepest emotional need, is about to be turned upside down."
319,1,"While the crude and primitive film gets a good laugh, its sprouting in modern society is all we've seen before."
320,4,The B-movie horror genre is in fact the best I've seen.
321,2,Sparkle is flamboyant mannerism - a signature feature of some of his shows.
322,3,Grab any 12-year-old boy to see this picture and he's going to be your slave for a year.
324,4,Bogovich gets into Hearst's mystique by amusingly reconstructing the historical scandal.
325,3,"The drama of temptation, salvation, and good intentions is the true test of faith, love, and strength."
326,0,"It appears like a relic of a bygone age, and the cones seem foolish than mind."
327,1,"Like <unk>, the ""grey area"" tries to be weak, but ends up being an underdog - in its terrible ways."
328,1,"Cherry Orchard is poorly crafted, often embarrassing, and tormented by the inappropriate addition of a series of outside podcasts meant to give some characters ""an original story."""
329,1,"The script by James Eric, James <unk> and director Peter O'Fallon... is so strident it hurts teeth."
330,4,Cruel and funny work.
331,2,It depends on how well the gags fit into your holiday concept.
332,0,"Ugly, senseless, silly movies."
333,4,Greg Kinnell is played in a oddly jaunty performance as a fully-fledged sex scientist who is in total denial about his obsessive behavior.
334,2,"He adjusted to the changes that were expected of him, but actress and director Petra Kosminski never pushed her audience through the wall her character chose."
335,1,It's as slapstick and slapstick a comedy as I've ever seen: a subtle protectionism through divided material.
336,0,"LRB- L -RRB- needless to say, unnecessary."
337,4,The quality of the cast and the superb direction is a powerful drama with a sardonic dimension enough not to be played by Hidlin '.
338,3,We turn to the sequel.
339,2,"Feller's film is rich in plot, playful intrigue circulation, and well-drawn, if standard production, characters but only partially satisfying, too."
340,0,MIB II is a film that allows an audience to doze off for a few minutes or jog to the concession desk or to the toilet and not feel as if anyone has missed anything.
341,3,"That is, those who do not need to strike an angry tone do not want to go; those who are inclined to the fun of blue are going straight up."
342,4,A fascinating and delicate illustration of the delicate balance between the extravagant confidence of the exporting aristocracy and the cruel seriousness of conscious liberals.
343,2,"Jones has helped to inject new life into a minuscule plot, but even he is stunned by <unk>'s talent."
344,3,"Instead, Ramsay excels atta in a typical fusing of anodyne, self-regarding characters, creating a series of abrasive, stylized episodes that stick in the viewer's memory."
345,2,"Based Waterhouse's remarkable achievements, Metancho reaffirms Tetheca's status as a primordial visual influence on both anime tradition and philosophical consciousness."
346,0,Kang Pou seems a somewhat useless trick that 画 hastily developed upon Odekerk and his movie mates hosting a barrel party with college.
347,1,"Bit daft, but senseless."
348,3,"Standing by Yourself is hausting... -LRB - It's -RRB - what punk rock music used, and what the video medium could use more of: spirit, perception, conviction."
349,3,The suffocating horror of rape and redemption that hints at the subgenre's most delightful victim... and fell in love with industrial-grade meat freezers
350,0,I hate the feeling that I tricked myself in the name of perfect art.
351,1,Screenwriter and director Burr Sturges may seem young to understand this terrain... but his sense of humour has not yet lost the smug understatement normally associated with top private schools.
352,4,"Damn the penalty, and the movie's genuinely meaningful and deeply relevant."
353,3,"At some point, those things get out of hand because they require the deep suffering of war on both sides."
354,3,Long live the opposition!
355,3,"The surprisingly ""solid"" achievement of the director, Malcolm D. Lee, and the writer, John Ridley."
356,4,"It is one of the best silly horror films in memory, with some real inglorious kisses in store for unsophisticated cinema-goers."
357,0,"Loud, stupid, stupid and senseless."
358,3,"There are lovely, gentle sermons about a 12-year-old Welsh boy who is more interested in God than girls who know that asking for something matters."
359,2,Haven's stomach is heavily dependent on his appetite for fresh corn.
360,3,"Rock a firm family delight beyond the gates, heavily imagined before it fades in the middle"
361,3,Far more voluminous and complex than its surf-pouring sunlight might have you think.
362,2,"While ""A Few Good Men"" said we do not tolerate the truth, ""High Crimes Points"" asserted poetically at one point Jude Law of the movie that we ""do not care if it is true."""
363,4,"The Swedes, aided by actors who appear to include all the outstanding British cast who didn't make it into Gosford Park - LRB, as well as a Muslim woman named Mirren, who shot to stardom in RRB, exceeded all expectations."
364,0,"If that doesn't happen, there will be terrible nothing."
365,3,"Choy but joyous, with indeed solid performances from Wing Reims and Wesley Snipes."
366,1,"Barney's ideas about yours and identity don't seem so depth, at least because of what can be deduced from this three-hour test, built in a mere hour."
367,1,It's not a simple film.
368,2,"... the only thing we know about this Wilde film is what other IMAK films do not: chimpanzees, a lot of chimpanzees, are all blown up in size."
369,3,"Hayden retells his metaphors at the expense of narrative, although he has some original talent."
370,0,"The ""sweetest thing"" is clearly designed for idiots who don't care how they spend their money on foibles in order to mimic an evolving world."
371,2,Comedy makes social commentary more appealing.
372,1,The sequel acts as a light-hearted distraction to give Blade fans another look at iconic character Wesley Snipes fighting down dozens of bad guys at once.
373,3,"When I watched ""The Girl with the Muggy Head,"" there was one anecdote in viewing - a Japanese cartoon that gave a universal feel."
374,4,"He values art, by the way, and opens a musical scene that transcends culture and race."
