Id,Category,Sentence,b_pred,e_pred,l_pred
1801,3,Do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some .,3,3,3
1812,1,"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",1,1,1
1837,1,"Resident Evil is n't a product of its cinematic predecessors so much as an MTV , sugar hysteria , and PlayStation cocktail .",1,1,1
1859,1,plays like some corny television production from a bygone era,1,1,1
1865,1,Nothing but an episode of Smackdown !,1,1,1
1948,3,Director Roger Kumble offers just enough sweet and traditional romantic comedy to counter the crudity .,3,3,3
1975,4,"Just about the best straight-up , old-school horror film of the last 15 years .",4,4,4
1982,1,"Who , exactly , is fighting whom here ?",1,1,1
1992,3,"The story that emerges has elements of romance , tragedy and even silent-movie comedy .",3,3,3
2039,1,"... less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror .",1,1,1
2049,1,The rollerball sequences feel sanitised and stagey .,1,1,1
2109,3,"Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",3,3,3
2154,3,... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,3,3,3
2166,3,"It 's still a comic book , but Maguire makes it a comic book with soul .",3,3,3
2175,1,A muddy psychological thriller rife with miscalculations .,1,1,1
2191,4,"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .",4,4,4
2252,1,One big blustery movie where nothing really happens .,1,1,1
2254,3,"The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .",3,3,3
2309,1,Weird .,1,1,1
2314,1,A retread of material already thoroughly plumbed by Martin Scorsese .,1,1,1
2321,1,Some Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny .,1,1,1
2347,3,Yet this one makes up for in heart what it lacks in outright newness .,3,3,3
2361,3,Worth a salute just for trying to be more complex than your average film .,3,3,3
2408,1,The uneven movie does have its charms and its funny moments but not quite enough of them .,1,1,1
2458,3,A harrowing account of a psychological breakdown .,3,3,3
2477,1,Just send it to Cranky .,1,1,1
2496,3,"It 's funny , as the old saying goes , because it 's true .",3,3,3
2501,1,Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .,1,1,1
2577,4,A passionately inquisitive film determined to uncover the truth and hopefully inspire action .,4,4,4
2597,1,` Matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with Kafka-inspired philosophy .,1,1,1
2619,1,"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",1,1,1
2693,3,"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",3,3,3
2762,3,Imamura has said that Warm Water Under a Red Bridge is a poem to the enduring strengths of women .,3,3,3
2778,1,The very definition of what critics have come to term an `` ambitious failure . '',1,1,1
2802,3,Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .,3,3,3
2814,1,"SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it 's geared toward an audience full of masters of both .",1,1,1
2844,3,"While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .",3,3,3
2880,1,"Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .",1,1,1
2884,3,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .",3,3,3
2892,3,"- style cross-country adventure ... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .",3,3,3
2904,4,"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",4,4,4
2918,3,Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .,3,3,3
2920,3,"It is a likable story , told with competence .",3,3,3
2928,1,Another useless recycling of a brutal mid - '70s American sports movie .,1,1,1
3027,4,"An enthralling , entertaining feature .",4,4,4
3032,3,"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",3,3,3
3044,2,"The Master of Disguise is funny -- not `` ha ha '' funny , `` dead circus performer '' funny .",2,2,2
3092,1,"A timid , soggy near miss .",1,1,1
3104,1,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",1,1,1
3113,1,"Sure , I hated myself in the morning .",1,1,1
3114,1,It 's impossible to even categorize this as a smutty guilty pleasure .,1,1,1
3149,3,"At times a bit melodramatic and even a little dated -LRB- depending upon where you live -RRB- , Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two .",3,3,3
3188,1,... one resurrection too many .,1,1,1
3214,1,By turns numbingly dull-witted and disquietingly creepy .,1,1,1
3311,2,Only at the prospect of Beck 's next project .,2,2,2
3314,3,"This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .",3,3,3
3331,1,A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,1,1,1
3362,2,"-LRB- The digital effects -RRB- reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",2,2,2
3395,3,Trapped presents a frightening and compelling ` What if ? ',3,3,3
3445,1,No. .,1,1,1
3450,3,Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .,3,3,3
3459,3,"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",3,3,3
3469,3,It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .,3,3,3
3489,3,But they fascinate in their recklessness .,3,3,3
3516,3,"It establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .",3,3,3
3548,2,Whether you like it or not is basically a matter of taste .,2,2,2
3608,3,"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .",3,3,3
3644,1,"The film was produced by Jerry Bruckheimer and directed by Joel Schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one -LRB- and no one -RRB- .",1,1,1
3668,1,"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .",1,1,1
3715,3,"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .",3,3,3
3716,3,"As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .",3,3,3
3742,4,It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,4,4,4
3801,1,"We can tell what it is supposed to be , but ca n't really call it a work of art .",1,1,1
3820,3,It 's sort of a 21st century morality play with a Latino hip hop beat .,3,3,3
3829,1,A cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,1,1
3837,3,Michel Piccoli 's moving performance is this films reason for being .,3,3,3
3901,1,Rock 's stand-up magic wanes .,1,1,1
3903,3,What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .,3,3,3
3931,3,Wonder of wonders -- a teen movie with a humanistic message .,3,3,3
3968,1,"While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",1,1,1
3975,1,It collapses when Mr. Taylor tries to shift the tone to a thriller 's rush .,1,1,1
3990,3,"Has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .",3,3,3
4024,3,Delivers roughly equal amounts of beautiful movement and inside information .,3,3,3
4102,3,"Below may not mark Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished .",3,3,3
4144,2,Would n't it be funny if a bunch of Allied soldiers went undercover as women in a German factory during World War II ?,2,2,2
4160,3,A wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,3,3,3
4190,3,"Bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .",3,3,3
4194,1,But they do n't fit well together and neither is well told .,1,1,1
4236,3,"Frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",3,3,3
4249,1,I do n't think this movie loves women at all .,1,1,1
4350,3,"By no means a great movie , but it is a refreshingly forthright one .",3,3,3
4379,3,"It 's at once laughable and compulsively watchable , in its committed dumbness .",3,3,3
4382,4,"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",4,4,4
4397,1,"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .",1,1,1
4438,3,"Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",3,3,3
4489,4,Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .,4,4,4
4491,2,The sound of GUNFIRE and cell phones RINGING .,2,2,2
4501,3,"-LRB- D -RRB- espite its familiar subject matter , Ice Age is consistently amusing and engrossing ...",3,3,3
4531,1,"However sincere it may be , The Rising Place never quite justifies its own existence .",1,1,1
4551,3,Kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .,3,3,3
4562,3,"Death to Smoochy is often very funny , but what 's even more remarkable is the integrity of DeVito 's misanthropic vision .",3,3,3
4574,3,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,3,3,3
4601,1,... the whole thing succeeded only in making me groggy .,1,1,1
4608,1,Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?,1,1,1
4648,1,"Hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes .",1,1,1
4676,3,"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",3,3,3
4677,4,A poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .,4,4,4
4695,3,"What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .",3,3,3
4702,1,"It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .",1,1,1
4705,3,"First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .",3,3,3
4710,3,"A lot of the credit for the film 's winning tone must go to Grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him .",3,3,3
4735,1,"The biggest problem I have -LRB- other than the very sluggish pace -RRB- is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",1,1,1
4749,3,"A moving essay about the specter of death , especially suicide .",3,3,3
4764,3,"A smart , arch and rather cold-blooded comedy .",3,3,3
4781,3,There is a general air of exuberance in All About The Benjamins that 's hard to resist .,3,3,3
4785,1,Little is done to support the premise other than fling gags at it to see which ones shtick .,1,1,1
4790,3,Cho continues her exploration of the outer limits of raunch with considerable brio .,3,3,3
4805,3,"It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains .",3,3,3
4813,1,"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .",1,1,1
4821,3,"What redeems the film is the cast , particularly the Ya-Yas themselves .",3,3,3
4843,1,Kapur weighs down the tale with bogus profundities .,1,1,1
4876,1,Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .,1,1,1
4879,1,Cattaneo reworks the formula that made The Full Monty a smashing success ... but neglects to add the magic that made it all work .,1,1,1
4882,2,C'mon !,2,2,2
4885,2,Was I scared ?,2,2,2
4907,3,"A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",3,3,3
4918,2,"Too ordinary to restore -LRB- Harmon -RRB- to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",2,2,2
4969,2,Adam SANDLER !,2,2,2
4996,3,"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3,3,3
5021,1,"A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films .",1,1,1
5102,1,"The film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that Tornatore was right to cut .",1,1,1
5141,4,"Romantic , riveting and handsomely animated .",4,4,4
5152,1,"-LRB- Toback 's -RRB- fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material .",1,1,1
5162,1,"Watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard .",1,1,1
5166,3,"Though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting .",3,3,3
