Id,Category,Sentence,b_pred,e_pred,l_pred
10758,1,"Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .",1,1,3
3633,3,A chilling movie without oppressive gore .,3,3,0
2764,1,"For a movie about the power of poetry and passion , there is precious little of either .",1,1,3
2710,3,Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,3,3,4
1573,1,"Overwrought , melodramatic bodice-ripper .",1,1,3
2891,1,... a pretentious and ultimately empty examination of a sick and evil woman .,1,1,3
1247,1,"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .",1,1,0
912,1,"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .",1,1,3
9047,1,What happens when something goes bump in the night and nobody cares ?,1,1,3
7802,1,"As the sulking , moody male hustler in the title role , -LRB- Franco -RRB- has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",1,1,3
2214,3,"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .",3,3,1
10818,1,"Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .",1,1,2
44,1,Romething 's really wrong with this ricture !,1,1,2
5615,3,"It might be ` easier ' to watch on video at home , but that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience .",3,3,1
4573,1,An empty shell of an epic rather than the real deal .,1,1,4
3860,3,"May be more genial than ingenious , but it gets the job done .",3,3,2
715,3,The film does give a pretty good overall picture of the situation in Laramie following the murder of Matthew Shepard .,3,3,2
6664,3,"If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .",3,3,1
1290,3,"Compulsively watchable , no matter how degraded things get .",3,3,2
62,1,"Surprisingly , considering that Baird is a former film editor , the movie is rather choppy .",1,1,4
8827,3,Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,3,3,4
3210,3,"Even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice .",3,3,2
3711,3,The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .,3,3,1
9888,3,"A moving , if uneven , success .",3,3,4
7511,3,"Oh , look at that clever angle !",3,3,2
6965,3,Two Weeks Notice has appeal beyond being a Sandra Bullock vehicle or a standard romantic comedy .,3,3,1
455,1,"Curiously , Super Troopers suffers because it does n't have enough vices to merit its 103-minute length .",1,1,2
7044,3,"Not as good as The Full Monty , but a really strong second effort .",3,3,1
1747,3,Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .,3,3,2
5764,1,The one not-so-small problem with Expecting is that the entire exercise has no real point .,1,1,0
10820,2,"Put it somewhere between Sling Blade and South of Heaven , West of Hell in the pantheon of Billy Bob 's body of work .",2,2,3
1087,3,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",3,3,4
538,3,"After the first 10 minutes , which is worth seeing",3,3,4
3340,1,The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .,1,1,3
8796,1,I 'd be hard pressed to think of a film more cloyingly sappy than Evelyn this year .,1,1,3
8706,3,"Despite the film 's shortcomings , the stories are quietly moving .",3,3,2
1559,2,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",2,2,0
1388,4,A riveting documentary .,4,4,3
4940,2,"If you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , Quitting hits home with disorienting force .",2,2,3
7547,1,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",1,1,3
10275,1,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,1,4
674,1,Ear-splitting exercise in formula crash-and-bash action .,1,1,3
8150,1,This is not a Jackie Chan movie .,1,1,2
5806,1,That frenetic spectacle -LRB- on the TV show -RRB- has usually been leavened by a charm that 's conspicuously missing from the Girls ' big-screen blowout .,1,1,2
8757,1,"his -LRB- Nelson 's -RRB- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",1,1,3
9982,2,"Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .",2,2,4
396,1,"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",1,1,3
9972,1,A film that loses sight of its own story .,1,1,3
1912,1,` Opening up ' the play more has partly closed it down .,1,1,2
6467,1,"As underwater ghost stories go , Below casts its spooky net out into the Atlantic Ocean and spits it back , grizzled and charred , somewhere northwest of the Bermuda Triangle .",1,1,3
2344,1,Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .,1,1,2
8586,3,"A big-budget\/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event .",3,3,4
7286,4,"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",4,4,3
2500,1,He 's not good with people .,1,1,2
6284,1,A characteristically engorged and sloppy coming-of-age movie .,1,1,3
2753,3,A modestly surprising movie .,3,3,4
148,4,"An unsettling , memorable cinematic experience that does its predecessors proud .",4,4,3
2132,3,"Tsai Ming-liang 's witty , wistful new film , What Time Is It There ?",3,3,2
3849,1,"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .",1,1,3
1530,1,"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",1,1,2
4421,1,"Devolves into the derivative , leaning on badly-rendered CGI effects .",1,1,2
2059,4,Consummate actor Barry has done excellent work here .,4,4,2
243,1,Believability was n't one of the film 's virtues .,1,1,2
10995,1,"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",1,1,3
6645,1,A movie that 's about as overbearing and over-the-top as the family it depicts .,1,1,0
11104,3,"As Hannibal would say , yes , ` It 's like having an old friend for dinner ' .",3,3,2
2761,3,Never once predictable .,3,3,1
6889,3,"As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .",3,3,4
10800,1,"We never feel anything for these characters , and as a result the film is basically just a curiosity .",1,1,4
3076,3,"Not a schlocky creature feature but something far more stylish and cerebral -- and , hence , more chillingly effective .",3,3,4
9989,3,An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .,3,3,4
9823,3,"Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",3,3,4
7480,1,Earnest yet curiously tepid and choppy recycling in which predictability is the only winner .,1,1,3
3551,3,"As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits .",3,3,2
9732,1,"PC stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",1,1,2
1268,3,"Wilco fans will have a great time , and the movie should win the band a few new converts , too .",3,3,2
3425,2,"Despite the pyrotechnics , Narc is strictly by the book .",2,2,1
6511,1,"An even more predictable , cliche-ridden endeavor than its predecessor .",1,1,3
6515,1,The modern remake of Dumas 's story is long on narrative and -LRB- too -RRB- short on action .,1,1,4
7014,1,"No , even that 's too committed .",1,1,0
4072,1,"Although I did n't hate this one , it 's not very good either .",1,1,2
8577,3,The casting of von Sydow ... is itself Intacto 's luckiest stroke .,3,3,2
10042,1,Stress ` dumb . ',1,1,2
5026,1,First-timer John McKay is never able to pull it back on course .,1,1,3
361,3,A lot more dimensional and complex than its sunny disposition would lead you to believe .,3,3,1
7407,1,"Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .",1,1,3
2746,3,"García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",3,3,2
4909,1,"Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt",1,1,2
1779,3,Something for everyone .,3,3,1
10557,1,"Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .",1,1,3
10388,4,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",4,4,1
4717,3,One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .,3,3,0
992,3,Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .,3,3,2
4028,1,It 's a Frankenstein-monster of a film that does n't know what it wants to be .,1,1,2
5260,3,"A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .",3,3,4
1891,1,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",1,1,3
2548,4,A compelling motion picture that illustrates an American tragedy .,4,4,3
3827,1,"The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .",1,1,4
6719,4,classic cinema served up with heart and humor,4,4,3
2692,1,The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .,1,1,3
10180,3,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",3,3,4
8495,1,"An EXIT sign , that is .",1,1,4
10353,1,"This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",1,1,3
6221,3,"Even at its worst , it 's not half-bad .",3,3,1
953,3,"While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .",3,3,2
4471,3,"Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .",3,3,1
2726,3,"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .",3,3,2
9797,1,"Well , Jason 's gone to Manhattan and Hell , I guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB- .",1,1,4
7895,1,"The main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .",1,1,3
11262,1,"A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",1,1,0
8945,1,"The movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",1,1,2
2885,2,"It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?",2,2,3
7743,3,"The film delivers what it promises : A look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .",3,3,1
11526,3,"A fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .",3,3,4
5624,3,"Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",3,3,4
1023,3,"Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",3,3,4
800,1,The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .,1,1,3
820,2,"At no point during K-19 : The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",2,2,4
1251,1,The actors must indeed be good to recite some of this laughable dialogue with a straight face .,1,1,2
1332,3,The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .,3,3,4
2044,3,"A rather brilliant little cult item : a pastiche of children 's entertainment , superhero comics , and Japanese animation .",3,3,4
2424,1,This slender plot feels especially thin stretched over the nearly 80-minute running time .,1,1,2
2426,1,Perhaps even the SLC high command found writer-director Mitch Davis 's wall of kitsch hard going .,1,1,2
3679,1,An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .,1,1,2
3937,3,"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",3,3,2
5729,3,"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .",3,3,2
5979,4,A truly wonderful tale combined with stunning animation .,4,4,3
6846,1,"While the film is competent , it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .",1,1,3
8949,1,"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",1,1,2
9712,1,A big fat pain .,1,1,3
10433,4,"A witty , low-key romantic comedy .",4,4,3
